Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,lat,lon
450388,METHODIST HOSPITAL,7700 FLOYD CURL DR,SAN ANTONIO,TX,78229,BEXAR,(210) 575-4000,Acute Care Hospitals,Proprietary,True,3,Same as the national average,Below the national average,Below the national average,Same as the national average,Above the national average,Below the national average,Same as the national average,29.51,-98.57
440009,CUMBERLAND MEDICAL CENTER,421 S MAIN ST,CROSSVILLE,TN,38555,CUMBERLAND,(931) 484-9511,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,35.9,-85.0
050517,VICTOR VALLEY GLOBAL MEDICAL CENTER,15248 11TH ST,VICTORVILLE,CA,92392,SAN BERNARDINO,(760) 245-8691,Acute Care Hospitals,Voluntary non-profit - Private,True,1,Same as the national average,Same as the national average,Same as the national average,Below the national average,Below the national average,Below the national average,Not Available,34.48,-117.4
300018,WENTWORTH-DOUGLASS HOSPITAL,789 CENTRAL AVE,DOVER,NH,3820,STRAFFORD,(603) 740-2580,Acute Care Hospitals,Voluntary non-profit - Private,True,5,Above the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,43.19,-70.89
340015,NOVANT HEALTH ROWAN MEDICAL CENTER,612 MOCKSVILLE AVE,SALISBURY,NC,28144,ROWAN,(704) 210-5000,Acute Care Hospitals,Voluntary non-profit - Private,True,2,Below the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,35.71,-80.45
210006,UNIVERSITY OF MD HARFORD MEMORIAL HOSPITAL,501 SOUTH  UNION AVENUE,HAVRE DE GRACE,MD,21078,HARFORD,(443) 643-3303,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,39.56,-76.17
511309,WAR MEMORIAL HOSPITAL INC,1 HEALTHY WAY,BERKELEY SPRINGS,WV,25411,MORGAN,(304) 258-1234,Critical Access Hospitals,Voluntary non-profit - Private,True,5,Not Available,Not Available,Above the national average,Above the national average,Not Available,Above the national average,Same as the national average,39.5,-78.2
050296,HAZEL HAWKINS MEMORIAL HOSPITAL,911 SUNSET DRIVE,HOLLISTER,CA,95023,SAN BENITO,(831) 637-5711,Acute Care Hospitals,Government - Hospital District or Authority,False,2,Same as the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,36.9,-121.2
220001,HEALTH ALLIANCE - CLINTON HOSPITAL,60 HOSPITAL ROAD,LEOMINSTER,MA,1453,WORCESTER,(978) 466-2000,Acute Care Hospitals,Voluntary non-profit - Other,True,3,Same as the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,42.52,-71.77
050281,ALHAMBRA HOSPITAL MEDICAL CENTER,100 S RAYMOND AVE,ALHAMBRA,CA,91801,LOS ANGELES,(626) 570-1606,Acute Care Hospitals,Proprietary,False,4,Above the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,34.09,-118.13
520083,SSM HEALTH ST MARY'S HOSPITAL - MADISON,700 SOUTH PARK ST,MADISON,WI,53715,DANE,(608) 251-6100,Acute Care Hospitals,Voluntary non-profit - Private,True,5,Above the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Above the national average,43.06,-89.4
490057,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,1060 FIRST COLONIAL ROAD,VIRGINIA BEACH,VA,23454,VIRGINIA BEACH CITY,(757) 395-8000,Acute Care Hospitals,Voluntary non-profit - Other,True,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,36.8,-76.0
040062,MERCY HOSPITAL FORT SMITH,7301 ROGERS AVE,FORT SMITH,AR,72903,SEBASTIAN,(479) 314-6000,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Below the national average,Above the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,35.35,-94.35
010173,ST VINCENT'S CHILTON,2030 LAY DAM ROAD,CLANTON,AL,35045,CHILTON,(205) 258-4400,Acute Care Hospitals,Voluntary non-profit - Church,True,4,Not Available,Not Available,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,32.8,-86.7
390032,ALLEGHENY VALLEY HOSPITAL,1301 CARLISLE ST,NATRONA,PA,15065,ALLEGHENY,(412) 224-5100,Acute Care Hospitals,Voluntary non-profit - Other,True,3,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Below the national average,40.64,-79.73
381313,ST CHARLES PRINEVILLE,384 SE COMBS FLAT ROAD,PRINEVILLE,OR,97754,CROOK,(541) 447-6254,Critical Access Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Not Available,Above the national average,Above the national average,Same as the national average,Same as the national average,Not Available,44.1,-120.5
161356,HENRY COUNTY HEALTH CENTER,407 S WHITE ST,MOUNT PLEASANT,IA,52641,HENRY,(319) 385-3141,Critical Access Hospitals,Government - Local,True,4,Same as the national average,Not Available,Above the national average,Same as the national average,Not Available,Not Available,Not Available,41.0,-91.6
100157,LAKELAND REGIONAL MEDICAL CENTER,1324 LAKELAND HILLS BLVD,LAKELAND,FL,33805,POLK,(863) 687-1100,Acute Care Hospitals,Voluntary non-profit - Private,True,1,Below the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Above the national average,Above the national average,28.1,-81.92
030111,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,2800 EAST AJO WAY,TUCSON,AZ,85713,PIMA,(520) 874-2000,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,32.2,-111.0
260062,SAINT LUKES NORTH HOSPITAL,5830 N W BARRY ROAD,KANSAS CITY,MO,64154,PLATTE,(816) 891-6000,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Below the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,39.28,-94.63
500021,ST CLARE HOSPITAL,11315 BRIDGEPORT WAY S W,LAKEWOOD,WA,98499,PIERCE,(253) 588-1711,Acute Care Hospitals,Voluntary non-profit - Church,True,2,Same as the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,47.16,-122.5
190017,OPELOUSAS GENERAL HEALTH SYSTEM,539 EAST PRUDHOMME STREET,OPELOUSAS,LA,70570,ST. LANDRY,(337) 948-3011,Acute Care Hospitals,Government - Hospital District or Authority,True,3,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Below the national average,30.5,-92.1
010069,MEDICAL CENTER BARBOUR,820 W WASHINGTON ST,EUFAULA,AL,36027,BARBOUR,(334) 688-7271,Acute Care Hospitals,Government - Hospital District or Authority,True,3,Same as the national average,Not Available,Below the national average,Below the national average,Below the national average,Above the national average,Same as the national average,31.9,-85.2
450289,HARRIS HEALTH SYSTEM,2525 HOLLY HALL,HOUSTON,TX,77054,HARRIS,(713) 566-6417,Acute Care Hospitals,Government - Hospital District or Authority,True,2,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,29.68,-95.41
420015,PRISMA HEALTH BAPTIST EASLEY HOSPITAL,200 FLEETWOOD DRIVE,EASLEY,SC,29640,PICKENS,(864) 442-7606,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,34.9,-82.6
280081,CHI HEALTH IMMANUEL,6901 NORTH 72ND ST,OMAHA,NE,68122,DOUGLAS,(402) 572-2121,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,41.37,-96.05
450235,MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,GONZALES,TX,78629,GONZALES,(830) 672-7581,Acute Care Hospitals,Government - Hospital District or Authority,True,4,Not Available,Not Available,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Not Available,29.4,-97.5
340087,MISSION HOSPITAL MCDOWELL,430 RANKIN DRIVE P O BOX 730,MARION,NC,28752,MC DOWELL,(828) 659-5000,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,35.7,-82.0
151323,PARKVIEW LAGRANGE HOSPITAL,207 N TOWNLINE RD,LAGRANGE,IN,46761,LAGRANGE,(260) 463-9000,Critical Access Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Not Available,Same as the national average,Same as the national average,Same as the national average,Above the national average,Not Available,41.6,-85.4
190118,DESOTO REGIONAL HEALTH SYSTEM,207 JEFFERSON STREET,MANSFIELD,LA,71052,DE SOTO,(318) 872-4610,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Not Available,Same as the national average,Not Available,Below the national average,Above the national average,Not Available,32.0,-93.7
141326,HAMILTON MEMORIAL HOSPITAL DISTRICT,611 S MARSHALL AVENUE,MCLEANSBORO,IL,62859,HAMILTON,(618) 643-2361,Critical Access Hospitals,Government - Hospital District or Authority,True,2,Same as the national average,Not Available,Below the national average,Not Available,Same as the national average,Above the national average,Same as the national average,38.1,-88.5
110044,PHOEBE SUMTER MEDICAL CENTER,126 HIGHWAY 280 W,AMERICUS,GA,31719,SUMTER,(229) 931-1280,Acute Care Hospitals,Government - Hospital District or Authority,True,2,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Not Available,32.0,-84.3
381318,PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL,810 12TH STREET,HOOD RIVER,OR,97031,HOOD RIVER,(541) 386-3911,Critical Access Hospitals,Voluntary non-profit - Church,True,4,Same as the national average,Not Available,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,45.6,-121.7
160083,MERCYONE DES MOINES MEDICAL CENTER,1111 6TH AVE,DES MOINES,IA,50314,POLK,(515) 247-3121,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,41.6,-93.63
360026,GREENE MEMORIAL HOSPITAL,1141 NORTH MONROE DRIVE,XENIA,OH,45385,GREENE,(937) 352-2000,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Not Available,39.7,-83.9
